id;categoria;descripcion;precio
1224;confiteria;mecano manjar de costa 19 g;1.6
1225;confiteria;nestl„© sublime bitter 40 gr;3.2
1226;confiteria;nestl„© sublime chocolate galleta 28 g;2.1
1227;confiteria;nestl„© sublime cl„°sico 30 gr;2.1
1228;confiteria;nestl„© sublime extremo 50 gr;3.5
1229;confiteria;nestl„© sublime sonrisa blanco 40 gr;2.6
1230;confiteria;oreo dark fudge 131.5 gr;5.9
1231;confiteria;pack 02 chocolate ferrero rocher 37.5 gr;15
1232;confiteria;pack 02 chocolate kit kat 41.5 gr;8
1233;confiteria;pack 05 chocolate snickers snack 21.5 gr;10
1234;confiteria;palitos de galleta pepero chocolate 47 gr;6
1235;confiteria;palitos de galleta pepero chocolate blanco 32 gr;6
1236;confiteria;princesa barra 30 gr;2
1237;confiteria;princesa box 16 und;15.9
1238;confiteria;reese's barra 47 g;5
1239;confiteria;regaliz fini fresa „Åcida 80 gr;5.1
1240;confiteria;regaliz fini twister acido 80 gr;5.1
1241;confiteria;regaliz fini uva acida 80 gr;5.1
1242;confiteria;ritz taco 58.6 g;2.5
1243;confiteria;san jorge soda familiar 75 gr;1
1244;confiteria;sublime bombones caja especial 20 und 8 g;15.9
1245;confiteria;toffees la iberica surtidos 100 gr;10.4
1246;confiteria;tri„°ngulo cl„°sico 30 gr;2.4
1247;confiteria;wafer bauducco chocolate 78 gr;3.5
1248;confiteria;wafer bauducco fresa 78 gr;3.5
1249;confiteria;wafer bauducco vainilla 78 gr;3.5
1250;confiteria;wafer ba„±ado cua cua 18 g;1.9
1251;confiteria;wafer ba„±ado cua cua mini 42 g;2.5
1252;confiteria;wafer cocosette 50 gr;2.6
1257;confiteria;wafer nik fresa 72 g;2.3
1258;confiteria;wafer nik vainilla 72 g;2.3
1259;helados;helado gelatico chocochips 930 ml;9.9
1260;helados;helado gelatico tricolor 930 ml;9.9
1261;helados;helado frio rico capuccino 130 ml;4.8
1262;helados;helado frio rico vainilla 130 ml;4.8
1263;helados;helado frio rico vainilla paleta 93 ml;6
1264;helados;helado fr„≠o rico l„∫cuma 130 ml;4.8
1265;helados;combo 02 helado gelatico (chocochips/chocolate) 930 ml;21.8
1266;helados;combo 02 helado gelatico (tricolor/chocochips) 930 ml;21.8
1267;helados;combo 02 helado gelatico (tricolor/chocolate) 930 ml;21.8
1268;helados;combo 02 helado gelatico chocochips 930 ml;21.8
1269;helados;combo 02 helado gelatico chocolate 930 ml;21.8
1270;helados;combo 02 helado gelatico tricolor 930 ml;21.8
1271;helados;helado donofrio peziduri chocochips cremoso 900 ml;10.9
1272;helados;helado donofrio peziduri tricolor cremoso 900 ml;10.9
1273;helados;helado donofrio peziduri vainilla cremoso 900 ml;10.9
1274;helados;helado frio rico maracuya paleta 93 ml;6
1275;helados;helado gelatico chocolate 930 ml;9.9
1276;helados;helado alaska camu camu 70 ml;2.6
1277;helados;helado alaska fresa 75 ml;2.6
1278;helados;helado alaska maracuya 75 ml;2.6
1283;helados;helado kit kat layers 900 ml;26.9
1284;helados;helado kit kat paleta 85 ml;4.9
1285;helados;helado donofrio sandwich vainilla 112 ml;3.7
1286;helados;helado grand prix bombones 216 ml;15.9
1287;helados;helado grand prix bombones 72 ml;5.7
1288;helados;helado sublime 80 ml;3.6
1289;helados;pack 02 helado alaska (fresa/camu camu) 70 ml;3.5
1290;helados;pack 02 helado alaska (fresa/maracuya) 70 ml;3.5
1291;helados;pack 02 helado alaska (maracuya/camu camu) 70 ml;3.5
1292;helados;pack 02 helado alaska camu camu 70 ml;3.5
1293;helados;pack 02 helado alaska fresa 75 ml;3.5
1294;helados;pack 02 helado alaska maracuya 75 ml;3.5
1295;helados;pack 02 helado grand prix bombones 216 ml;31.8
1296;helados;pack 04 donofrio sin parar lucuma 170 ml;22
1297;helados;pack 04 helado d'onofrio bombones 72 ml;13.9
1298;helados;pack 04 helado frio rico capuccino 120 ml;13.9
1299;helados;pack 04 helado frio rico lucuma 120 ml;13.9
1300;helados;pack 04 helado frio rico vainilla 120 ml;13.9
1301;helados;pack 04 helado sin parar lucuma 80.5 ml;12.9
1302;helados;pack 04 helado sin parar twist 80.5 ml;12.9
1303;helados;pack 04 sandwich sin parar twist 80.5 ml;16
1304;abarrotes;pack 03 aceite primor vegetal 900 ml;28.5
1305;abarrotes;avena quaker tradicional 100g;1.9
1306;abarrotes;crema de avellanas gurmex duo 350 gr;5.9
1307;abarrotes;crema de avellanas gurmex original 350 gr;5.9
1308;abarrotes;pack 02 aceite primor vegetal 900 ml;19
1309;abarrotes;pack 02 aceite vegetal coraz„≥n del fundo 900 ml;15
1310;abarrotes;pack 02 arroz extra coraz„≥n del fundo 750 gr;7.8
1311;abarrotes;pack 02 az„∫car rubia coraz„≥n del fundo 1 kg;9
1312;abarrotes;pack 02 trozos de at„∫n en aceite coraz„≥n del mar 150 gr;9
1313;abarrotes;pack 03 aceite vegetal coraz„≥n del fundo 900 ml;22.5
1314;abarrotes;pack 03 spaghetti molitalia 450 gr;13.2
1315;abarrotes;pack 04 filete de at„∫n en aceite coraz„≥n del mar 150 gr;17.9
1316;abarrotes;pack 04 trozos de at„∫n en aceite coraz„≥n del mar 150 gr;17.9
1317;abarrotes;pack 05 filete de at„∫n en aceite coraz„≥n del mar 150 gr;24.5
1318;abarrotes;pack 05 trozos de at„∫n en aceite coraz„≥n del mar 150 gr;22.5
1319;abarrotes;pack aceite vegetal coraz„≥n del fundo 900 ml + arroz extra coraz„≥n del fundo 750 gr;14
1320;abarrotes;sopa ajinomen sabor carne picante vaso 51 gr;3.7
1321;abarrotes;sopa ajinomen sabor carne con fideos 51 g;3.7
1322;abarrotes;sopa ajinomen sabor pollo con fideos 51 g;3.7
1323;abarrotes;tallar„≠n molitalia 450 gr;4.4
1324;abarrotes;aceite de oliva olivos del sur extra virgen 500 ml;37.9
1325;abarrotes;aceite primor vegetal 900 ml;9.5
1326;abarrotes;aceite vegetal coraz„≥n del fundo 900 ml;7.5
1327;abarrotes;aji criollo saborissima 100 gr;1.9
1328;abarrotes;arroz coste„±o graneadito 750 gr;3.9
1329;abarrotes;arroz extra coraz„≥n del fundo 750 gr;3.5
1330;abarrotes;arveja partida coraz„≥n del fundo 450 gr;3.5
1331;abarrotes;az„∫car rubia coraz„≥n del fundo 1 kg;4.5
1332;abarrotes;barra de cereal quinoa bars de man„≠ con chocolate 30 gr;3.3
1333;abarrotes;barra de cereal quinoa bars de man„≠ con pasas 30 gr;3.3
1334;abarrotes;bebida l„°ctea pro uht chocolate 320 ml;4.8
1335;abarrotes;bebida l„°ctea shake uht gloria capuccino 320 ml;2.9
1340;abarrotes;bebida de cebada ecco 170 gr;11.5
1341;abarrotes;bowl shin ramyun 86 gr;8.9
1342;abarrotes;cafe sello rojo 425 gr;22.9
1343;abarrotes;caf„© instant„°neo cl„°sico altomayo doy pack 100 gr;10.5
1344;abarrotes;caf„© instant„°neo gourmet altomayo doy pack 45 gr;7.9
1345;abarrotes;caf„© nescaf„© tradici„≥n dawn 95 gr;19
1346;abarrotes;cereal chocapic 90 gr;4.5
1347;abarrotes;cereal copix choco/marsh „Ångel 120 gr;3.5
1348;abarrotes;cereal corn flakes 110 gr;6.5
1349;abarrotes;cereal corn flakes 180 gr;12.9
1350;abarrotes;cereal „Ångel chock 130 gr;3.5
1351;abarrotes;cereal „Ångel flakes 140 gr;3.5
1352;abarrotes;cereal „Ångel zuck 130 gr;3.5
1353;abarrotes;conserva filete de at„∫n campomar 150 gr;5.7
1354;abarrotes;conserva lomos de atun en agua y sal 170 gr;5.9
1355;abarrotes;conserva trozos de at„∫n campomar 150 gr;5.5
1356;abarrotes;conserva trozos de at„∫n florida 140 gr;6.5
1357;abarrotes;crema de aji tari 85 gr;4.4
1358;abarrotes;fideos tornillo molitalia 250 gr;2.3
1359;abarrotes;filete de at„∫n en aceite coraz„≥n del mar 150 gr;4.9
1360;abarrotes;flan universal vainilla 150 gr;4.2
1361;abarrotes;fortificante milo doypack 200 gr;11.4
1362;abarrotes;fortificante nesquik optistart 200 gr;8.4
1363;abarrotes;frijol canario coraz„≥n del fundo 450 gr;6.4
1364;abarrotes;gelatina universal fresa diet 19 gr;4
1365;abarrotes;gelatina de fresa universal 150 gr;4.7
1366;abarrotes;harina molitalia preparada 1 kg;7.4
1367;abarrotes;infusi„≥n anis mc colins 25 und;3.6
1368;abarrotes;infusi„≥n hierba luisa mc colins 25 und;3.6
1369;abarrotes;infusi„≥n manzanilla mc colins 25 und;3.6
1370;abarrotes;infusi„≥n te canela y clavo mc colins 25 und;3.6
1371;abarrotes;ketchup alacena 380 gr;6.9
1372;abarrotes;leche condensada nestl„© 393 g;7.9
1373;abarrotes;lenteja bebe coraz„≥n del fundo 450 gr;3.5
1374;abarrotes;macaroni & cheese jappy macs original 226 gr;3.9
1375;abarrotes;manjar blanco nestl„© 200 gr;5.8
1376;abarrotes;mayonesa alacena 190 gr;5.9
1377;abarrotes;mayonesa saborissima baja en grasa 100 gr;1.9
1378;abarrotes;mazamorra morada universal 150 gr;3.4
1379;abarrotes;ma„≠z pop corn coraz„≥n del fundo 450 gr;1.5
1380;abarrotes;mermelada fresa gloria sachet 100 gr;1.9
1381;abarrotes;mermelada vive day fresa 350 gr;3.9
1382;abarrotes;nissin sopa ramen pollo 85 gr;2.1
1383;abarrotes;pack 03 arroz coste„±o graneadito 750 gr;11.7
1384;abarrotes;pack 03 arroz extra coraz„≥n del fundo 750 gr;10.5
1385;abarrotes;pack 04 conserva trozos de at„∫n campomar 150 gr;22
1386;abarrotes;pack 04 spaghetti molitalia 450 gr;14
1387;abarrotes;pack 04 tallar„≠n molitalia 450 gr;14
1388;abarrotes;pur„© tradicional knorr 125 gr;3.3
1389;abarrotes;sal de cocina ensal 500 gr;1.4
1390;abarrotes;salsa huancaina alacena 85 gr;5.4
